活力康城,宏远金丰体育公园,2000户,东莞,2003-11,酒店公寓,宏远物业有限公司,,1.4,1.80,580,56%,140000平方米,,,23.021897,113.732555,"[""http://pic1.ajkimg.com/display/a14c20c1ea658a9277cfe6c81593b5cd/200x200.jpg"",""http://pic1.ajkimg.com/display/9ae1ab36378f7d273ac168ff8286c3a7/200x200.jpg"",""http://pic1.ajkimg.com/display/65faeb6fe6bc60fb95ef6d4d89f370b1/200x200.jpg"",""http://pic1.ajkimg.com/display/b9056f4b671d248f62d7d85fff77f5a5/200x200.jpg""]",是集生态园林、运动健康于一体的精品楼盘。占地面积53085.56㎡，绿化率54.46％，绿化面积28910.44㎡。共有32座13层楼宇（带电梯），总户数957户。小区配有闭路监控系统、IC卡门禁系统、住户防盗报警系统、中央管道煤气、分质供水系统等生活配套设施。 活力康城拥有32000㎡的亚热带风情园林以及大面积的水体，上百种珍贵热带、亚热带植物遍布其中，园林植物多达118种。园林景点由负离子发射器、林涧云雾、曲水流溪，叠泉欢笑、天地方圆、儿童乐园、人工湖等组成的富有大自然气息的生态园林。 康城商业街拥有众多的家装建材商店，与对面的江南世家商业街遥相呼应，形成规模效应，商业氛围日渐成熟，家居生活日益方便，家装市场一片光明。
精英名都二期,南城汽车站旁,184户,东莞,2005-01,普通住宅,暂无资料,,1.5,1.6元/平方米·月,1：1,35%,11000平方米,,,22.990963,113.729243,[],"◎敞亮客厅，层高有3.2米，方正通透，阳光与清风自由流淌；将园林美景延请入内，人在室内，也在风景中！ ◎灵动阳台，是超大的，而且有两个，一个用于生活，一个用观景，不同的表情，一样的生活乐趣。 ◎写意飘窗，是270度的，与晨光、与风光同坐于窗前，饮一杯浓香的咖啡，好心情油然而升！ ◎浪漫主人套间，方正实用，将温馨甜蜜完全留给二人世界。 ◎部分项层单位更赠送25㎡天台花园 ◎阳光小学是省一级重点名校,而且是义务教育的. ◎这里还是南城中心区物业,紧靠南城汽车总站,让你不用等车,只等升值!"
银丰路福荣楼,银丰路,,东莞,,,百世物业管理有限公司,,0.0,暂无资料,,00%,,,,23.027194,113.741116,[],成熟小区，二十四小时物业管理，旺中带静。精致装修，厅出阳台城市景观。小区内配套完善，有便利店，地下停车场。
天诚康桥,鸿福西路鸿福上桥处,600户,东莞,2007-08,普通住宅,深圳花样年华物业管理公司,,4.0,2.4,134,5%,39000平方米,,,23.024256,113.74357,[],项目位于东莞新城市中心CBD地段，鸿福路上，毗邻行政中心广场，玉兰剧院、体育馆、图书馆、科技展览馆、国际展览中心、南城文化广场，地理位置得天独厚。项目由三栋现代风格的高层建筑组成，外立面现代优雅。 天诚康桥以小户公寓为主，面积在30-60平米之间，户户南北朝向，开间采用年轻人喜欢的精致生活小户设计，户型选择面广。空间虽小，但却拥有双阳台，独立厨卫，生活功能齐全，南北通透。
中信森林湖香樟林,东莞大道139号,1000户,东莞,2007-01,普通住宅,中信物业管理有限公司,,1.98,2.38,400,35.0%,12000平方米,,,23.006335,113.759373,[],香樟林位于中央别墅区——中信.森林湖的西南面，坐拥城市中央28万平米原生态山湖，湖光、山色、美墅全方位收揽。香樟林内邻自然山体和天然湖面，外被东莞迎宾公园和“城市绿肺”绿色世界呵护，三大公园交相辉映，充满生机与绿意，为成功人士独享。 从别墅区到洋房，香樟林延续了南加州建筑风格，将厚重而简约的异域风情注入生活，岁月愈久味道愈浓，展示出一种含蓄的震慑力。 香樟林规划有七栋16层建筑，以二梯二户为主；主力户型以180—190平米、240—270平米为主，户户南北通透、采光通风俱佳；部分户型主佣分开入户，最大限度不打扰主人空间；大面宽、大尺度，尽显大宅风范。 香樟林的园林设计，设计师充分考虑到园林、建筑、人三者之间紧密结合，通过小径串联起大大小小不同主题的景观节点，如：蝴蝶广场、迎宾广场、香樟树阵、跌水入口等等，可赏可享；而最能体现南加州风情的是那些层次���富、色彩纷呈、四季变换的茂密植被，无论是高空俯瞰、还是行走园间，都给人以清新、自然、放松忘我的感觉。香樟林同时也为喜欢运动健身的业主提供了场地，篮球场、儿童娱乐场等娱乐设施，则可以让业主在工作闲暇之余，健身娱乐，同家人静享天伦之乐。
御花苑二期,南外环路三元里水漮山生态生活区,262户,东莞,2009-01,别墅,深联（东莞）物业服务有限公司,,1.2,,488,37.18%,28000平方米,,,22.963511,113.726199,"[""http://pic1.ajkimg.com/display/9c3b5647865355e5fa15949d4c7017ef/200x200.jpg"",""http://pic1.ajkimg.com/display/f4af55f856eeecf5652ccd30db455cf4/200x200.jpg"",""http://pic1.ajkimg.com/display/c3c8a5f8819a56075a4f629e58c77cbd/200x200.jpg"",""http://pic1.ajkimg.com/display/a853a85611112702f745728c1297c90a/200x200.jpg""]",海蓝湾项目位于东莞市水濂山水库西向，水濂山大道东侧，东莞御花苑西南面，占地面积40亩，约28000平米，建筑面积60000平米，容积率1.2，绿化率37％。海蓝湾共有别墅53套，面积在260平米到275平米之间；共有公寓洋房209套，面积由35到175平米之间，一房到五房���有。海蓝湾项目作为御花苑新的组团，同享御花苑的所有资源和配套，包括130万平米水濂湖、原生态的水濂山、荔枝林、外国语学校、广东美术馆、中航健身会、游艇码头、乡村俱乐部等等。
清华居,三元里水濂山大道33号,1004户,东莞,2010-03,普通住宅,新世纪物业管理公司,,1.18,2.8元/平方米·月,1196,50.0%,192475平方米,,,23.008847,113.741311,"[""http://pic1.ajkimg.com/display/22b80bab6c46d952005fb81ec2309168/200x200.jpg"",""http://pic1.ajkimg.com/display/114b08ef9feced08a04d053e2e3099cc/200x200.jpg"",""http://pic1.ajkimg.com/display/672aa1453ee4b28a88736d8ffc6c9e97/200x200.jpg"",""http://pic1.ajkimg.com/display/3de57c4b309ea49ed6f6ad722efcd448/200x200.jpg""]",清华居项目位于水濂山中央生态豪宅片区，作为中心区延伸线的水濂山片区，以规划市级生态公园（水濂山生态公园）为核心，发展以生态旅游、区级行政中心、生态居住、高科技产业及文化教育功能的生态保护型城市发展区。作为重点保护区，水濂山片区还将严格控制开发强度，新增建设用地的平均容积率控制在1.0以内，区域内水体���45米以上的山体划入不准建设区。 清华居是新世纪&宏远两大品牌开发商联袂打造城市山水豪宅，项目位于南城水濂山生态居住区，有天然“氧吧”之称的水濂山，是东莞“负氧离子”含量最高的区域，也是东莞城区自然生态保存最完好的区域，项目坐揽2000亩天然水濂湖，环抱6000亩连绵起伏的水濂山脉，享受3800亩东莞植物园顶级配套，游览10000亩横岗水库湖光山色，“双湖双园”左右环抱，对话山湖，得天然之势，倚福泽之地。 左则宁静，右则繁华，清华居荟萃全城繁华，四通八达交通网络尽在掌控，城际出行，畅通无阻。接驳东莞大道、广深高速和环莞快速，3分钟到达厚街，10分钟到达市区，20分钟到达虎门、长安、麻涌、洪梅、望牛墩、道滘等镇，随着环莞快速和东莞大道延长线的全线完成，室内各镇逐步实现半小时生活圈。清华居的西面约1公里的地方就是广深高速石鼓出入口，从石鼓出入口走广深高速，到广州深圳可以满足1小时生活圈。规划中的轻轨R 2线在蛤地也有一个站点，未来东莞规划有4条轻轨线，辐盖东莞32个镇区及城区。从我们项目的蛤地站站可转乘广深港客运专线虎门站，及穗莞深城际轻轨虎门站中转到香港，广州及深圳机场，深圳市区只需半小时左右。 清华���总占地13万平方米，总建筑面积达20万平方米，容积率仅为1.19，绿化率高达50%，一梯两户，两大围合式庭院中心园林，全城最宽150米楼间距，园内有6000平米人工湖，1000平米泳池，CBA标准篮球馆，国际标准网球场，30000平米私家山体公园等，是东莞罕有的低密度豪宅大盘。 清华居【紫庐】户型面积150～190㎡，户型方正合理，南北通透，采光通风极佳；每户赠送约15平米入户花园，倍添生活情趣空间；4.8米客厅，彰显尊贵空间；270度转角凸窗，视野开阔，无敌园林景观尽收眼底；阔大主人房，惬意生活无处不在；无一不是纯粹的大宅社区的要求，为鼎级人士的家族生活、子女教育、工作事业打造纯粹的豪门圈层生活，【紫庐】全现楼发售，样板房现已开放，恭候鉴赏！
香树丽舍,环城路与科技路的交会处,1107户,东莞,2011-05,普通住宅,戴德梁行物业管理有限公司（顾问）,,2.8,2.2元/平方米·月,约800个,40.08%,250000平方米,,,23.003736,113.72544,[],香树丽舍是由东莞市亿兆房地产开发有限公司投资开发的高尚生活精品社区，位于东莞市南城区环城路与科技路的交汇处，紧邻**重点规划的南城总部基地中心，地理位置优越，交通快捷便利，项目升值潜力巨大。 香树丽舍总户数约1100户，由8栋18-29层高层住宅组成。项目呈围合式布局，视野开阔。逾10000平米超大中庭园林，绿地率高达40.08%。 香树丽舍定位为高品质文化社区，适宜居家户型，主要面向70-80年代城市精英。建筑立面为现代欧式风格，简洁明快，品质感强。主力户型为70-120 m2两房及三房，户型设计方正合理，实用率高，绝大部分户型实现南北通透，将建成南城高品味的生态住居空间。 小区休闲运动设施配套齐全，规划有园林式的双游泳池、篮球场、羽毛球场和慢跑径等设施，并将配套国学特色的幼儿园及特色餐饮。小区道路规划均为人车分流，采用全地段外环与区内地下系统相结合的组织方式，地下固定车位及临时车位共计约800个，充分满足业主停车需求。项目最大优势特色是首创东莞“香居文化社区”，邀请全球著名园林设计公司“贝尔高林”倾力打造香树园林，建筑首层全架空，园林绿化延伸至建筑之中，让建筑生长在花园里，让住户享受香气四溢精致优雅的花园生活。
未来世界二期,宏伟路,650户,东莞,2007-05,普通住宅,广东华侨物业发展公司,,2.5,1.8元/平方米·月,633,48.4%,127230平方米,,,23.000102,113.759451,"[""http://pic1.ajkimg.com/display/3d825c75b909bdf169ccb8de66a2ade7/200x200.jpg"",""http://pic1.ajkimg.com/display/07f310290191b0635785b28f2f12e8b4/200x200.jpg""]",未来世界花园位于东莞城市中心区，西靠绿色景观带东莞大道，与行政中心区、玉兰大剧院相望，周边有南城医院，阳光小学，西平菜市场，小区有25000平方米商业配套。 户型层高4.6米（地层层高2.45米，二层层高2.15米），二层不计如销售面积，使实际的使用率达到了160%，备受广大年轻置业者和投资者的青睐。
东方国际,黄河服装城西侧,,东莞,,普通住宅,搜房评估参考价：5343元/平方米,,0.0,暂无资料,地上有300个，350元/月，16万元/,20.0%,,,,22.823147,113.680648,[],"虎门最中心位置,交通方便,高层.东方国际：属虎门大道，建于2006年，高档小区管理，安全周密，属高档楼盘，豪门之家格局大气实用，交通非常便利，面对**局，旁边是镇**，楼下是大莹女装城、黄河时装，投资居家均可。步行五分钟有菜市场、水果批发市场，靠近海边，有豪华海鲜酒楼，旁边有好大型超市，银行，星级酒店，步行街，电子广场，广场花园。旁边有沐足、酒店、KTV等高档娱乐场所。"
金丰花园,宏远金丰体育公园内,3000户,东莞,2004-01,普通住宅,宏远物业管理公司,,1.8,1.8,500,56%,22000平方米,,,23.01867,113.731621,"[""http://pic1.ajkimg.com/display/5c8d8fdd554d5701962ec4aa623f2758/200x200.jpg"",""http://pic1.ajkimg.com/display/00f865ef39c2c0ab9a17f9c69d5152e1/200x200.jpg"",""http://pic1.ajkimg.com/display/743adce1dbd7ed128633770db7358edf/200x200.jpg"",""http://pic1.ajkimg.com/display/1bc043dd08b00bff5960faf6911437a7/200x200.jpg""]",宏远金丰花园美景居紧邻宏远金丰体育公园，占地面积约53000㎡，是金丰花园继明景居、天景居后，推出的第三期高尚小区。金丰花园天景居曾以经典野趣园林在消费者中引起轰动。美景居将秉承金丰花园的园林特点，在小区内建成另一个独具风格的经典园林，与野趣园、体育公园、江边栈道、运河西宏远绿化公园等一起形成园林大观园。它在建筑设计上充分考虑住户的人文需求，外墙立面采用“爱和陶”彩砖，色彩丰富；超大型中庭花园营造多个以水景为主体的园林小品，曲水流波，高贵典雅。
达鑫龙庭,簪花路（即东馆对面）,,东莞,,普通住宅,暂无资料,,5,暂无资料,,00%,45000平方米,,,23.017581,113.746811,[],"达鑫龙庭是达鑫实业在南城CBD的一个项目,更多详情请关注东莞**网"
世博领寓,体育路篁胜酒店斜对面,360户,东莞,2008-11,酒店公寓,东莞市世博物业管理有限公司,,3.72,2.38元/平方米·月,160,34.0%,33104平方米,,,23.027514,113.76505,"[""http://pic1.ajkimg.com/display/a8cb8833bec8bed4193d6e3cfd653408/200x200.jpg""]",世博领寓由东莞市著名企业--世博集团精心钜制，采用世博集团星级物业管理，项目系出品牌实力发展商，质量信心保证。 世博领寓北临体育路，东靠簪花路，西接市**大楼，南望会展国际大酒店及会展中心，贯通中心区两条大道，相临于东莞大道与鸿福路，交通网络四通八达；与新“地王”咫尺之遥，雄踞CBD轴心，和凯名轩、东方华府等共同组成CBD豪宅区，天赋优越，稀缺价值无可比拟。地处CBD核心优越地段，毗邻于东莞新“地王”，世博领寓呈现出无限投资升值空间。 极具公建感的挺拔外立面，豪华的双大堂设计、优雅的空中花园、豪华平台泳池等尊崇生活元素，世博•领寓一应俱全。智能化管理模式，可视对讲系统、闭路监视系统、门禁系统、智能停车系统管理等，领寓全方位贴心关照你的日常居家生活，尽显人性化星级服务。 世博领寓以64-108㎡的两房、三房为主打产品，精致的两房产品，更是中心区稀缺珍藏的不二选择。世博•领寓82㎡两房，户型极其完美，超大客厅、全幅落地窗、卧室均带转角凸窗，格局方正，采光通风极佳；108㎡的两房改三房户型，更是获得了**网选出的“10年金牌户型大奖”。 此外，世博领寓周边汇聚了**500亿打造的CBD市政配套：图书馆、玉兰大剧院、体育馆、会展大酒店、博物馆、青少年活动中心等，营造CBD核心优越生活平台。阳光中心小学，阳光二小，石竹中学等众多学校，邻近便捷，教育资源丰富，成就城市精英的“天之骄子”。
金地格林小城二期,西平宏伟路,2017户,东莞,2004-09,普通住宅,深圳市金地物业管理有限公司东莞分公司,,1.90,1.95元/平米·月,1000,40%,290000平方米,,,23.003729,113.759017,[],院落文明邂逅新城市主义。格林小城从新城市主义的核心出发点，以人为本，形成以步行距离为尺度的居住社区小城院落。这种与外界相对隔绝的空间，恰恰能提供更多归属感，沉静的住宅个性，恰恰更符合东莞人的性情选择。建筑规划。采用东莞首创的曰形组团，住宅与住宅之间形成更有味道的内庭环境，作为“母题”，以围合承载城市人文、院落精神。园林规划。七种人生色的邻里花园，赤橙黄绿青蓝紫，选择七种不同价值取向的生活态度。蔷薇院的红色，活力、温暖、积极向上的心情体验。人文规划。院落之间形成富有情趣的公园和小街，生成一种亲切、温情的意味，创造出适宜人际交往的空间尺度，倡导新邻里关系。一个楼盘的成功，也许是一种偶然；然而同一发展商的所有楼盘均受���捧，则定是珍视品质已成习惯后的一种必然。 金地于1997年在房地产行业率先导入ISO9001质量保证体系，倡导新产品主义全新开发理念，以“专业之道，惟精惟一”的专业精神，施行精确、完美的过程控制，为客户打造70年满意的住宅精品。 10路（创业路至西湖乐园）、15路（南城车站至可园）、17路（主山市场至南城车站）、19路（汽车总站至榴花车站）、27路（高埗车站至南城车站）、31路（莞长车站至可园）、K1路（汽车总站至客运东站）、K2路（汽车总站至松山湖）、K4路（南城车站至榴花车站）。中国就是一个最大的院落，这座院落的围墙便是长城。中国人始终将院落看成天与地，人和自然协同共生的最佳场所。以顾客价值为最终导向，金地于2002年首度推行科学的客户关系管理系统（CRM）。2004年4月，在由中国质量协会、全国用户委员会组织开展的“2003年中国住宅用户满意度指数测评”中，金地以74.83的满意度指数超过万科、中海、招商、华侨城等发展商，位列全国第四、深圳第一。
菊香苑,行政中心第一国际附近,,东莞,2003-01,普通住宅,暂无资料,,0.0,1.2,,00%,,,,23.015487,113.760129,"[""http://pic1.ajkimg.com/display/72e94e3547baccd985ef9d22deac73f5/200x200.jpg"",""http://pic1.ajkimg.com/display/073eaffb7b28a3bf24a104c98a76617c/200x200.jpg"",""http://pic1.ajkimg.com/display/7d0d22926229913bf6a60b3180dd70dd/200x200.jpg"",""http://pic1.ajkimg.com/display/0927bda4d851e8135c82f60ea86f8618/200x200.jpg""]","社区封闭式管理，环境优雅，园林式设计，而且间隔方正实用,采光通风好。"
稻花村,第一国际东莞大道,,东莞,2004-01,普通住宅,东莞市金盛物业发展有限公司,,0.0,暂无资料,,00%,,,,23.010931,113.757649,"[""http://pic1.ajkimg.com/display/e6b64898c74bc884a411330cb060128f/200x200.jpg"",""http://pic1.ajkimg.com/display/b46b653c90db83af68e77f105713106d/200x200.jpg"",""http://pic1.ajkimg.com/display/dbf2103d404c84abe3ff7f72cb4c7c0d/200x200.jpg"",""http://pic1.ajkimg.com/display/1ea890b2dc840113848339837c5edb4c/200x200.jpg""]","社区封闭式管理，环境优雅，园林式设计，而且间隔方正实用,采光通风好,厅出阳台，正对花园，非常之安静"
中信森林湖二期琥珀洲,西平五环路东莞大道,70户,东莞,2008-05,别墅,中信物业管理有限公司,,0.67,3.5元/平方米/月,2,79.0%,750000平方米,,,22.999057,113.757543,[],"中信森林湖位于东莞大道，是南城区**提出的“一园二区四纵十横”城市规划中的中央生态板块，东莞市未来5年的重点发展区域。该项目南向毗邻约6800亩的“绿色世界”， 距东莞新城市CBD中心2.5km, CLD中心1.0km，距广深高速5分钟车程。"
未来世界花园,位于南城区西平管理区宏纬路段,1408户,东莞,2007-01,普通住宅,广东华侨物业发展公司,,2.9,1.8元/平方,757,48%,127000平方米,,,23.000108,113.759459,"[""http://pic1.ajkimg.com/display/80e47ab105f3d18d22ba826bd280ea07/200x200.jpg""]",未来世界花园位于东莞城市中心区，西靠绿色景观带东莞大道，与行政中心区、玉兰大剧院相望，周边有南城医院，阳光小学，西平菜市场，小区有25000平方米商业配套。户型紧凑实用，实用���高达百分之145％。 未来世界花园相当于未来100百年尊贵生活， 小，中，大复式只卖一层面积送二层面积未来世界花园。 其中一层楼层高2.45米，二层楼高2.25米，客厅高4.6米 ，适合投资居住。 未来世界位于东莞市南城区西平管理区宏伟路中段，西临东莞大道，北接四环路，南靠水濂山水库和绿色世界。据发展商介绍，该复式小户型的推出，经历近3年的精心策划和设计，主力户型一是底层建筑面积40平方米的一房两厅，二层赠送面积27平方米。布局上，将厅房作不同高度空间的分隔，形成了三维复式空间，动静分区合理。此外该户型客厅还设计有12平方米的大视野观景落地窗，视野开阔，通风采光效果良好。 由于该户型层高4.6米（地层层高2.45米，二层层高2.15米），二层不计如销售面积，使实际的使用率达到了160%，备受广大年轻置业者和投资者的青睐。
世纪城国际公馆二期,东莞大道世纪城,400户,东莞,2010-01,普通住宅,东莞市世纪城物业管理有限公司,,0.69,3.5元/平方米·月,800,56.7%,310000平方米,,,22.994256,113.753699,"[""http://pic1.ajkimg.com/display/5782fac895a59cb8c38da0fbfa2942ac/200x200.jpg"",""http://pic1.ajkimg.com/display/dc4820095ff205d5ac06dcd179c3021b/200x200.jpg"",""http://pic1.ajkimg.com/display/322c17f871fb9d929333b8c155bfbe42/200x200.jpg"",""http://pic1.ajkimg.com/display/a4509247a6f947e260da4c56576eb432/200x200.jpg""]","世纪城二期位于东莞大道旁，毗邻东莞中央商务区（CBD）,背靠6800亩绿色生态世界，东莞大道贯通城市南北，项目总建筑面积1300000万平方米。 世纪城国际公馆遵循： 自然美化原则，尽可能的保留或利用山地等原生态元素，使得自然得以延伸，创造出坡地风情的居住感受； 景观均好原则，在规划布局上最大限度的利用景观面，尽可能的将园林空间安排到住宅周围，保证各户的景观均好性； 空间舒朗原则，采用舒朗的规划布局，让建筑间保持良好的尺度和疏密有致的空间变化，营造宁静无扰的公馆生活。 世纪城国际公馆二期建筑风格源自NEW ARE DEC(新艺术装饰派)注重细节以及人文内涵，同时尊重原有地貌，人文气质承袭公馆之粹，立足国际视野，将公馆建筑的厚重古朴与现代建筑的明快开扬结合，传造出全新的公馆建筑类型，联排别墅、台地别墅、叠加别墅、公馆洋房，传承百年公馆生活。 世纪城·国际公馆在2006年九月份将隆重推出全新���洋房组团“诺丁山”。诺丁山在世纪城·国际公馆的二期四号地块，在国际公馆二期别墅区的南面，主力户型是135-145平方米的豪华三房，兼有小部分120平方米小三房。"
金色阳光,太沙路与太新路交汇处,,东莞,,普通住宅,,,,,,,,,,22.812034,113.674326,[],
景湖名郡,东骏路与东六路交汇处,,东莞,2009-01,普通住宅,光大物业管理公司,,2.0,2元/平方米·月,956,35.5%,220000平方米,,,22.99231,113.76614,"[""http://pic1.ajkimg.com/display/55522ffabaee9c292c4b5d6f9818f69c/200x200.jpg"",""http://pic1.ajkimg.com/display/12a5f2967bfbc23ea82863546f4094cc/200x200.jpg""]","光大2008年新作景湖名郡将于2月23日开放售楼处，新品样板房亦将于近期开放。项目位于东莞市中央生活区，东连景湖蓝郡，南接东骏豪苑，西望南城体育公园、北临景湖花园。宏伟东路、四环路、东莞大道绕项目而过，交通四通八达。项目总���筑面积22万平米，由15栋多层、19栋小高层和14栋高层组成。总户数1392户，车位充足，幼儿园、会所等配套设施齐备。建筑采用法式风格设计，深蓝色坡屋顶，与蔚蓝天空融为一体，描绘出美丽天际线；清新、典雅、时尚的外立面，彰显浪漫主义建筑美学。一梯二户的多层、小高层，一梯三户、四户的高层，南北朝向，夏季清风悠然，冬日阳光灿烂。客厅、主卧大面积玻璃窗，珍藏着中心园林如画的美景。上善若水，水流金来。宁静的水池、活泼的叠水和喷泉，景湖名郡的园林以水景为中心，打造风情浓郁的泰式皇家园林。浓密的热带植物、粗犷的石雕小品，极富东南亚人文味道。小区内流水淙淙，亭台楼榭，花影扶疏，所有喧嚣都市中日渐稀缺的自然元素在这里悉数再现。景湖名郡户型设计精湛，面积从76-189平米不等,备有两房、三房、四房等多款户型可供选择。各户型均配置双阳台设计，具有良好的通风采光以及景观视野，南北通透，户型方正实用。项目位于东莞豪宅片区，是精英人士的理想家园。友谊商场、实验小学、外语学校等配套设施应有尽有，繁华在左，自然在右。 据了解，名郡首批将推出300套单位左右，主力户型面积为120平方米左右的三房，其次为80平方米的两房和160���方米左右的四房。"
三元里农民公寓,行政中心区三元路,,东莞,,,搜房评估参考价：暂无数据,,3.8,暂无资料,,2.6%,,,,23.014382,113.747689,[],"交通便利,精致三房,行政中心区,电梯精选"
映湖山庄,水濂山水库内,,东莞,2004-01,别墅,暂无资料,,0.0,暂无资料,,56.7%,,,,22.970264,113.737944,[],项目毗邻广州深高速公路、107国道、东莞大道纵贯南城，市区二、三、四、五环路横越全区，交通网络发达。与御花苑一样，紧依水濂山水库的映湖山庄同样占尽真山真水的天然优势。 映湖山庄毗邻130万平方米的水濂山水库，周边自然生态良好，山庄依靠北高南低的地势进行建筑布局，南面紧邻水库，布置独立别墅区，别墅区本身也采用北高南低，突出中心的布局，前排临湖别墅采用两层建筑设计，周边及中心大别墅区采用三层建筑，以此来达到每户都能南望湖景的效果。
中信森林湖兰溪谷,,,东莞,,,,,,,,,,,,0,0,[],
金丰花园天景居,金丰路,,东莞,,,,,,,,,,,,23.01953,113.732943,[],
现代经典花园,西平社区宏伟路,416户,东莞,2003-01,普通住宅,东莞安华房地产公司,,1.9,1.5元/平方米·月,200多个,45.0%,71776平方米,,,22.992722,113.752406,"[""http://pic1.ajkimg.com/display/08b3358acdbc16aaa65b6df7f3b69a82/200x200.jpg""]","为现代经典的主力户型及上、中、下三错，这种错层被誉为超前30年的居家设计，它不仅使家居面积得到合理使用，而且大大增加了家居生活的私密性，使现代家居生活宁静详和，互不干扰。错层的三个生活空间也使家居生活起伏有秩，极具情趣。三错层分为四室三厅两卫和五室三厅三卫不等，并附有双阳台，能满足业主的多种需求。 现代经典的平层分为三室两厅两卫和两室两厅一卫两种，并附有一个阳台，布局合理，经济实用。 现代经典的复式均为该楼盘的顶层，视野开阔，居高临下，分区合理，并附有40平方米左右的双层楼顶花园，使业主既有温馨的室内生活，又有开放的室外休闲园地。复式分为四室三厅两卫和五室三厅三卫，并附有双阳台。 地理位置: 现代经典与东莞新城市中心相连，地处东莞城市规划的中央生活区内，前与东莞大道、绿色大道、宏伟大道相拥，后被万顷果林环抱，距东莞著名的旅游胜地""东莞植物园""、""西湖乐园""、""水上乐园""仅几步之遥。都市繁华与效野清新完美融为一体，构出无可限价的地利优势。如此得天独厚的地理位置，不仅在东莞是空前绝后的，在广东仍至全国也是绝无仅有的。因此，可以说现代经典是东莞的绝版住宅社区。 社区环境: 现代经典属东莞山水花园的第一期工程，都市山水花园占地近2000亩���社区内有山、有水，整个社区被东莞大道、绿色大道、宏伟大道所合围。无论从社区规模、社区地貌环境及周边交通环境，在东莞住宅社区中都是首屈一指的。都市山水花园社区配套齐全，规模宏大。规划中不仅建在大型的购物广场和豪华的社区会所，而且还建有占地近150亩与东莞各校联办的社区学校。业主居住其中，既可以享受到极佳的社区服务配套，秀美的风光，绿色的生态，而且可以使业主独享依山畔水，聚财聚气的绝佳风水。 物业管理：实行内外结合的三级保安，即除在社区围　墙外设有四个保安岗亭，还在小区内实行社区保安、单元保安和住户保安。保安人员在社区内外实行24小时三级巡更保安。整个社区、单元、住户包括小区车库均配有全天候的红外线智能化监控系统。为了保证社区人员安全，小区内还实行人车分道分流的管理办法。 户型及结构：现代经典最小建筑面积100平方米左右，最大不超过200平方米。结构分为平层、错层和复式，其中首层都附有50~100平方米的私家花园，顶层都附有40平方米左右的双层私家花园。 园林特点: 现代经典除首层和顶层配有私家花园外，整个社区采取大园林套小庭院，以""水流印象""和立体绿化为主体的园林风格，具有浓郁的东南亚风"
金地格林小城3期,宏伟路西平,,东莞,2006-03,普通住宅,深圳市金地物业管理有限公司东莞分公司,,1.91,1.95元/平方米·月,,38.0%,,,,23.003946,113.760098,"[""http://pic1.ajkimg.com/display/1f93317d93687870fff0b3c7175bf6bc/200x200.jpg"",""http://pic1.ajkimg.com/display/a300cda5edeadda7dc4f86e7fb0e4c4b/200x200.jpg"",""http://pic1.ajkimg.com/display/16da4414923b1c3a3895f6b018da5aad/200x200.jpg""]",香橙院＋格林8号楼组成小城3期。 小城3期坐落于景观中轴的末端，成为社区的次入口，坐拥星光广场，绿漪广场前后两重天，固守小城的宁静自我，院落尺寸更加私密化，相对成趣，格林8号以29层的高度，打破东莞住宅“视”界观。 新格局户型首先面世，是小城3期新鲜看点。
名门华轩,虎门大道黄河商业城对面,,东莞,,普通住宅,暂无资料,,0.0,暂无资料,,00%,,,,22.82173,113.682637,[],本项目位处虎门（港口路）大道与银���南路交汇处，在虎门黄金旺地以黄河时装城牵头的十余个服装市场的正对面，是虎门服装集市的“桥头堡”。与中豪大厦、兰苑大厦、富民商业大厦、鞋城、电子城和中巴大巴客运站紧紧相邻，雄踞城区人流、物流、车流密集的地段，交通便捷，宜商宜居，是投资转业的理想之选。项目为22层（地上层）单体商住建筑，总建筑面积超过50000平方米，其中住宅面积为33000余平方米，1至4层为商场，面积为13000余平方米，五层为架空花园和会所，地下一、二层为停车场
上东国际,鸿福西路与运河交汇处西北侧（滨江体育公园旁）,,东莞,,普通住宅,深圳市合正物业管理有限公司,,,2.10元/月/平方米,2000多个,33.37%,124154平方米,,,23.02884,113.734783,"[""http://pic1.ajkimg.com/display/d0f98baca4f9801cf406c3e2f0d723cc/200x200.jpg"",""http://pic1.ajkimg.com/display/56f9380f7d9ba89e05b81aa98e9238b7/200x200.jpg"",""http://pic1.ajkimg.com/display/16157e87cff48215242fba7fcced76d5/200x200.jpg"",""http://pic1.ajkimg.com/display/7c503b2adacc679b136320d188a40e34/200x200.jpg""]",上东国际位于鸿福路与运河交汇处东北侧，与东莞CBD仅一桥之隔，南接鸿福西路3分钟可直达CBD商圈，交通十分便捷，可尽享中心区完美配套。项目东南紧邻阳光二小，西端与滨江体育公园相邻，河东则是南城体育公园，坐拥双公园景观资源与完备的体育运动设施。这项目为中国住房百强企业——深圳合正集团进驻东莞的第一个楼盘，秉承合正地产专筑城市精品的理念，力图打造一个与东莞CBD商圈相呼应的、体验国际居住氛围的高尚社区，为客户提供宽松舒适、充分享受的居住空间。
