title,addressFull,total,city,completion,propertyType,propertyCompany,price,volumeRate,propertyCosts,parking,greeningRate,gfa,metro,bus,lat,lng,images,overview
新家园,韶山北路359号,239户,长沙,2002-02,普通住宅,长沙佳旺物业管理有限公司,6200元/平米,2.5,1.8元/平方米/月,50,40%,30744平方米,,"115路,132路,136路,143路,…",28.234794666915,113.01386515098,"[""http://pic1.ajkimg.com/display/d669d1ed56666b0fabf28acd202893ab/200x200.jpg"",""http://pic1.ajkimg.com/display/418621d3aca9b15709efa73bd2d953cc/200x200.jpg"",""http://pic1.ajkimg.com/display/28a85d713884bc797c153c7f126fc515/200x200.jpg""]","诺贝尔摇篮幼儿园,名校周边,浏阳河畔,水景住宅,烈士公园,公园周边,长沙市实验小学"
县政府新宿舍,天华路137号,820户,长沙,2003-02,普通住宅,暂无资料,5163元/平米,1.8,0.8,300,30%,325000平方米,,,28.229983818275,113.0879741298,[],
美林景园,雨花劳动东路与万家丽中路交汇处往东50米处体育新城,1000户,长沙,2005-03,普通住宅,湖南美林物业管理有限公司,6573元/平米,2.35,0.6元/平米/月,车位总数:464车位数:地上112个;地,40%,149537平方米,,147、121、156、159、160、405、602、80701路公交车到达(体育新城站下)。,28.165109630255,113.03926219969,"[""http://pic1.ajkimg.com/display/1fa4124c472912203576e4d121903d94/200x200.jpg"",""http://pic1.ajkimg.com/display/003365cebafd61b206f3f24f890427c4/200x200.jpg"",""http://pic1.ajkimg.com/display/996540e9b0ca2af881cd24bbcd81c2e4/200x200.jpg"",""http://pic1.ajkimg.com/display/0d06e4a01975e7a3fd9577fd149d1201/200x200.jpg""]",美林景园占地102亩，有23栋多层和小高层电梯楼，依体育新城的天赋社区优势，创建中国首家全民健身示范社区。将小区园林设计更人性化的结合健身、健康理念设计规划园林，把整个楼盘打造成名副其实的长沙国际人居生活核心区的健康住区。
金地园,浏阳河路412号,411户,长沙,2005-12,普通住宅,暂无资料,6944元/平米,1.94,暂无资料,100,40%,42281平方米,,131、303、113、603、115、150、501、901,28.234077,113.016548,[],"""金地园住宅""项目已于2004年12月开工，预计2005年5月主体封顶，2005年12月底竣工交付。 该项目位于本市开福区浏阳河路412号，占地面积20245.29平方米，总建筑面积为 43082 平方米；均为多层砖混结构。总投资额约为5800万。其中住宅 40446 平方米，共11栋，411套（套面积从48至187平方米不等）；另有临街商铺24个，面积共1783平方米。"
挪威森林,苗圃马栏山,,长沙,,普通住宅,暂无资料,5357元/平米,3.99,1.5,,40.1%,60785平方米,,122、132、136、158、501、127、701、703、704、星1、星2,28.231803,113.04737,[],"项目介绍:本工程为长沙美世界房地产开发有限公司开发的美世界园林公寓.项目属一类高层建筑,建筑防火等级为一级.该项目总用地面积14942.24平方米,其中净用地面积13121.47平方米.项目地处长沙市金马路东南面,属II类用地区.基地用地呈不规则状,地势较为平坦,西.北面均城市规划道路,东南面为规划住宅小区. 美世界园林公寓共规划三栋点式高层住宅楼,工程拟建地上总建筑面积为54299.76平方米,项目设计均为33层,除沿金马路设少量商业网点外,底层均架空作为门厅及相关配套用房,2层以上为纯住宅;地下室共一层,主要为地下停车库.设备用房及人防等,建筑面积7418.60平方米,其中人防地下室为甲6级人员掩蔽部,人防面积为2553.10平方米,建筑檐口高度均小于100米."
香樟雅郡,三一大道东,920户,长沙,2008-09,普通住宅,长沙人人物业管理有限公司,7812元/平米,3.2,1.6元/月/平米,300个,40.2%%,"137,038平米平方米",,136.150.801.133.132.603.115.501 901路公交车可到(麦德龙下),28.243160892576,113.01844663392,"[""http://pic1.ajkimg.com/display/e855f960cb03ab7490dc996ac94a1f13/200x200.jpg"",""http://pic1.ajkimg.com/display/2004b22dd2e3665087920bce5728d081/200x200.jpg"",""http://pic1.ajkimg.com/display/95a2cf440e92d385def672a950eaf40f/200x200.jpg"",""http://pic1.ajkimg.com/display/72b085efce4f80d7f25855f7c329490e/200x200.jpg""]",四季美景香樟雅郡是湖南四季花城房地产开发有限公司继四季阳光花城、四季美景、四季美景水木轩等经典楼盘之后奉献的又一现代美学佳作力作。四季美景香樟雅郡项目含住宅和少量商铺两种物业形态，总建筑面积约13万平米，规划户数约920套，绿化率40%，由9栋18层小高层组成，二梯二户，二梯四户，户型以两房两厅、三房两厅、四房两厅为主力户型，项目所在地特别保留大规模原生态香樟林，小区环境清幽，闹中取静，整体建筑风格崇尚新现代主义的简约手法，以明快简洁的水平线条为主题元素，给人一种时尚、简洁、自然、稳重的感觉。该项目位于开福区四方坪学堂路，占地面积约三万四千平方米，总建筑面积约十二万平方米，总共有九栋，全部为电梯小高层普通住宅。主力户型：120-150平米
明珠苑,伍家岭路5号,,长沙,1970-01,普通住宅,长沙市湘智物业管理公司,6209元/平米,3.39,0.80元/平方米·月,140,35.2%,52800平方米,,,28.2362339712,112.99470456902,"[""http://pic1.ajkimg.com/display/d7cb707768dc764a1d0ad81f48c21c9c/200x200.jpg""]","普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
长沙港务局宿舍,晚报大道87号,,长沙,,,,6777元/平米,,,,,,,,28.213699,113.016771,[],
松雅小区,东五路与望仙路交汇处,500户,长沙,2002-10,普通住宅,暂无资料,3994元/平米,2.3,暂无资料,251,30%,36551平方米,,,28.25984612403,113.11780639954,[],"普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
恒盛世家,韶山南路828号,1100户,长沙,2008-09,普通住宅,长沙市中升物业管理有限责任公司,7106元/平米,2.9,1.50元/平方米·月,1000,42%,80000平方米,,项目位于长沙市韶山南路777号，处于南城中心地带，乘坐7、102、103、107、123、137、152、120、502、602、801、134、147等公交车到井湾子北站下车即到。,28.134021,113.00996,"[""http://pic1.ajkimg.com/display/712e6689c691bdf0415140bdb8b52d9f/200x200.jpg"",""http://pic1.ajkimg.com/display/abda022da1f9b67879b7c96d6052bc47/200x200.jpg"",""http://pic1.ajkimg.com/display/a537f33c20cf39083124daa03ebe86b0/200x200.jpg"",""http://pic1.ajkimg.com/display/400a2b58c871c258b4d0a575f625033b/200x200.jpg""]",恒盛世家，城市高尔夫园景新城市住宅。 　　项目位于南北主干道韶山南路与东西主干道木莲冲路交汇核心地段； 　　180000平方米城市中心大型生活社区； 　　25000平方米大型生活商业配套、临街400米独立商铺优越配套； 　　生态坡地建筑，小区整体离地十米高差，最大限度的让您感受到高层建筑观景之美和整体的私密性； 　　42%以上的绿化景观和最宽50米的超宽楼间距，加上独特的运动休闲概念，打造出长沙首个高尔夫园林景观小区，生活在这里将拥有更多的健康和尊贵； 　　长沙未来中央府邸，长株潭融城炽点； 　　独创市内大型高尔夫花园景观高尚生活区； 116——135平方米精致三房、四房； 152——164平方米宽绰平层、错层、复���大宅； 40、60、80平米小空间、大环境满足360度生活； 　　奢华入户大堂，开阔入户花园，4.8米宽敞客厅；后现代设计风格，出入间幽雅情调，通风采光观景三重享受； 　　弧型空间花园美观别致尽享自然； 　　纯正世家血统，中央成熟生活版图。 主力户型：40-167平米
滨江美寓,盛世路区政府旁,392户,长沙,2005-09,普通住宅,沐馨物业管理公司,6337元/平米,2.0,0.6-1.00元/平方米/,98,40%,48369平方米,福元西路地铁一号线,807 112 9 11 149 159 9,28.259784252664,112.99025038705,"[""http://pic1.ajkimg.com/display/5a2b84a79a852b4e545dbe1b066880da/200x200.jpg"",""http://pic1.ajkimg.com/display/ff02301ec42cc6c6a8a3a032001df135/200x200.jpg"",""http://pic1.ajkimg.com/display/6144f2684bc161dc0ab7b42cdbb016e7/200x200.jpg"",""http://pic1.ajkimg.com/display/f0eb450a0bf80aed6c4568ba19973ad9/200x200.jpg""]","滨江·美寓位于北部新城的核心区域紧邻开福区**项目占地40亩总建筑面积为4.8万平方米小区由10栋清新隽永的建筑组成建筑密度为30绿地率达35,主力户型为80-120㎡的经典二房二厅和经典紧凑三房二厅 \r\n　　 \r\n　　秉承\""""筑造住宅精品共享阳光生活\""""的开发理念滨江·美寓在建筑、环境、小区配套、物业管理方面都精心规划真正体现自然与健康同时让利于消费者为广大市民提供一个优质平价的精品住宅营造一个舒适、温馨的阳光生活社区让您轻松拥有完美居家"
卧琥,万家丽北路与阳光路交汇处西南角,2000户,长沙,2012-07,普通住宅,京电物业,5908元/平米,2.5,1.5元/平方米/月,735,48%,120000平方米,,,28.242841647117,113.04613659173,[],卧琥是湖南长大房地产开发有限公司在北城区域建设的新标杆式项目，项目扼守金鹰月湖南大门，东临万家丽北路，西接规划中的月岛公园，向南500米品味浏阳河十曲九弯，北望1100米可观月湖公园无限风光。湖南长大房地产开发有限公司沿承鲁班奖质量第一的原则，精工品质与生俱来，将项目打造成为月湖优尚片区的代表力作。 项目总占地面积约为115亩，总建筑面积约为20万平方米，小区容积率为2.5，建筑密度17.06%，绿化率48％以上，12栋均为18—26层的高层住宅。项目分二期开发建设，一期【金珀】总建筑面积约为7万平方米；二期【泊郡】总用地���积约为5.2万平方米，总建筑面积约为12万平方米，共7栋，户型面积为78平米到150平米，包括二房至四房等多种户型。 长大•卧琥城二期【泊郡】，秉承一期精工品质，创造最大达150米的超宽楼间距，保证了所有居者的开阔视界；户型功能完善，能满足不同家庭的各种所需；实现人车分流，将人与车的关系协调得恰到好处。建筑物为纯净的后现代简约风格，挺拔俊朗的立面，褐色、浅咖啡色、米色的完美配搭，以包豪斯的建筑美学表达着对月湖的致敬与赞美。 项目规划有1800平方米的多功能双会所、超市、健身房、咖啡厅、国际双语幼儿园等丰富的自身配套。同时周边包含餐饮、超市、学校、医院、银行、公园等一应俱全的完善配套，如此空前绝后的地理位置，让都市的繁华与自然的静谧，在从容进退之间，尽享无余
藏龙湖上国际花园,,,长沙,,,,14754元/平米,,,,,,,,0,0,[],
广福园,开落刀嘴118号,1022户,长沙,2002-08,普通住宅,开福长沙市开福区落刀嘴118号,4767元/平米,3,0.6元/平方米/月,580,34.8%,110000平方米,1地铁线在建2014年开通,9、128、149、159路公交车直达小区,28.253919,112.989944,"[""http://pic1.ajkimg.com/display/98192d99e2389baf1d99f2fb0b7ecd18/200x200.jpg"",""http://pic1.ajkimg.com/display/8529943dfc9ea0748992fb944b32f238/200x200.jpg"",""http://pic1.ajkimg.com/display/c84c02e9ccc12ae6a49a09a5a0b8d432/200x200.jpg"",""http://pic1.ajkimg.com/display/9903da06001cb335327e2be8cfe31768/200x200.jpg""]",广福园南起闻名遐尔的浏阳河，东靠芙蓉北路，北接开福区**，西畔湘江。有9、128、149、159路公交车直达小区，中巴车随叫随停，交通十分方便。小区拥有幼儿园，超市，集贸市场，周边中、小学，医院，邻近小区居家生活便利。广福园首期规划115亩23栋，总建筑面积11万平方米，绿化率40％以上，小区建设坚持以人为本，以居住环境为中心的设计理念，创造出具有归属感的社区交往活动环境。
绿城青竹园,青竹湖高尔夫球场旁，开福区青竹园路222号,580户,长沙,2009-09,别墅,浙江绿城物业管理有限公司,24808元/平米,0.25,4.2元/月/平方米,286,60%,1307987.00平方米,,"9、112、128、149、801、807、星2,",28.361885566255,112.96462935161,"[""http://pic1.ajkimg.com/display/e12a6e7a7351b222a72cc80645f0049a/200x200.jpg"",""http://pic1.ajkimg.com/display/2461e6a86e5709d3ea7a68be6df5edbe/200x200.jpg"",""http://pic1.ajkimg.com/display/643ea5b800450ba8ace97e0c52bd48c8/200x200.jpg"",""http://pic1.ajkimg.com/display/dfbe19d7dbca46e848bdd223e7c88727/200x200.jpg""]","绿城青竹园坐落于长沙市开福区风景秀丽的青竹湖畔，交通便捷，距离伍家岭仅15公里，芙蓉北路、青竹湖大道和高尔夫大道均为宽阔的景观大道，回家的路上满载风景。园区环绕已建成的青竹湖18洞高尔夫球场，自然环境优美。　　绿城青竹园规划及建筑单体设计由著名的美国道林建筑与城市规划设计集团担纲，首期规划用地面积1000余亩，容积率0.25左右，将开发280多栋高档别墅，单栋建筑面积360～1000平方米，私家庭院面积500～3000平方米。　　绿城集团在别墅产品上具有超强的前瞻意识和深厚造诣，其在杭州开发的九溪玫瑰园和桃花源别墅已成为国内别墅产品的经典范本。绿城青竹园汇聚了绿城十二年别墅开发的厚重积淀及世界顶级别墅建筑文化精粹，倾���奉献湖南乃至中国一流豪宅中的领袖与王者之作。　　绿城青竹园别墅区坐携风景秀丽的山地高尔夫球场、碧波荡漾的近300亩原生青竹湖水面等稀缺自然条件，形成了规模和档次兼备的大型高尔夫社区，山水灵秀，风景如画。形态多样、种类丰富的别墅，极具艺术品位与文化气息，一生一栋，值得珍藏，尊贵从此不可复制。景观:组团花园,高尔夫球场园林风格:综合园林景观:组团花园"
圆梦花园,星沙大道25号,152户,长沙,,普通住宅,,16938元/平米,,,,,25515 平方米,,,28.241482275506,113.09161555377,"[""http://pic1.ajkimg.com/display/cff7625705da5882929eb8bb43aaaae9/200x200.jpg"",""http://pic1.ajkimg.com/display/1b1b154bd7d232379cbcba4a3896916b/200x200.jpg"",""http://pic1.ajkimg.com/display/28aefe02f975f90701f4ad7f7a5bd637/200x200.jpg""]",圆梦花园是由长沙圆梦房地产公司开发的项目，项目紧靠星沙大道以西，经贸路以北，占地面积11145.平方米，建筑面积25515平方米共6栋综合性商品用房组成。
上河国际公寓,万家丽中路一段358号,1600户,长沙,2006-03,普通住宅,湖南上河物业管理有限公司,6896元/平米,3.18,1.5元/平方米/月,1500,40%,600000平方米,地铁2号线 地铁三号线,147、 603、703、802、912；122、130、168、301、317路,28.184134401042,113.0348507945,"[""http://pic1.ajkimg.com/display/7ed53388376e0d3c78b28e8be06fb33b/200x200.jpg"",""http://pic1.ajkimg.com/display/4f42660e174fe20f819323c41b34c647/200x200.jpg"",""http://pic1.ajkimg.com/display/ecddadfac3fb899d81ef4174e661d4ad/200x200.jpg"",""http://pic1.ajkimg.com/display/2b62e1048a6c2475d404f7a3f33a46ee/200x200.jpg""]",上河国际商业广场雄踞大东城核心商圈东临万家丽路西临马王堆路紧邻芙蓉区雨花区**比邻地铁二号线更有18条公交线路五条高速四条城市轻轨通达全城项目总投资超过20亿元总建筑面积达60万平米由1条主题商业街2大休闲广场1500多个车位的超大停车场高档住宅时尚公寓酒店办公商业金融等构筑而成是集购物娱乐休闲居住商务餐饮观光旅游等多功能于一体的超大复合型城市综合体沃尔玛超市通程奥特莱斯广州白马服饰广场长江百货欧亚达家居百年红家饰必胜客肯德基老树咖啡帕菲克健身汎歌美容咿呀母婴用品招商银行���国银行兴业银行中国移动等众多商
东风一村,东风路450号,,长沙,,普通住宅,暂无资料,6388元/平米,,暂无资料,地面停车位,0.35%,,,,28.229783,113.000932,"[""http://pic1.ajkimg.com/display/72dc72dadb35996a278428c875b2d5d2/200x200.jpg"",""http://pic1.ajkimg.com/display/a7b00895bcb2c970c517ff09fc639775/200x200.jpg""]",
铂宫中山庭,又一村巷88号,700户,长沙,2011-11,普通住宅,湖南省万和物业管理有限公司,10560元/平米,6,1.8元/平方米/月,427,29.75%,63670平方米,1号线、2号线,搭乘1、2、11、106、112、501、901在中山路站下；15、105、123、128、143、145、303、803、808、901、908、旅2、旅3在中山亭站下即可到达,28.206016783121,112.98378805319,"[""http://pic1.ajkimg.com/display/249a2b685d324c400f5e57f6c4dae0a4/200x200.jpg"",""http://pic1.ajkimg.com/display/5c9ac128eab988b3db73fa75b87b1c80/200x200.jpg"",""http://pic1.ajkimg.com/display/89dbb360da125d22bec63ae7b5b1d400/200x200.jpg"",""http://pic1.ajkimg.com/display/775cec8a59b8cb96b5744c37aeb66b01/200x200.jpg""]",铂宫Ⅱ中山庭是由株洲联谊房地产开发有限公司控股，长沙市三联房地产开发公司开发的高端央区住宅项目，是继一期之后铂宫项目的完美收官之作。铂宫Ⅱ中山庭雄踞中山路与黄兴路交界处，距五一商圈仅百米之遥，坐拥五一绿化广场与青少年宫文化公园双重公园价值。旷世稀缺的地段价值、景观价值，以无可匹敌的繁华排场，领舞中央生活新时代，开创长沙中央豪宅投资神话与居住传奇。项目采用ART DECO奢华立面，顶级酒店大堂气场，高贵与典雅兼具；花坛、树池、草坪形成的中央亲地园林，通过中央广场、四季乔木、林荫道、架空层，全面拓展园林意境，使你在闹市之中，也能享受到难得的幽静。铂宫Ⅱ中山庭，推出29—113平米创新户型，从29㎡的个性公寓，到113㎡风景三房；从入户花园的闲情浪漫，到LOFT复式的先锋艺术，让你领略到中央豪宅的百变魅力。无论是个性洋溢的享受派，洞悉机遇的投资派，还是讲究品质的居家派，都可以在此找到私享家的精神归属。铂宫Ⅱ中山庭，以占据天时、地利、人和的绝对中央价值，不仅是享受生活的极致住区，更是资产增值的财富宝座。
北辰三角洲���城,湘江北路三段1200号,,长沙,,,,7987元/平米,,,,,,,,28.236815585211,112.9935973391,[],
江景阳光,芙蓉北路与二环交汇处,323户,长沙,2009-09,普通住宅,暂无资料,5212元/平米,4.0,1.20元/平方米·月,141,37.4%,32116.14平方米,,周边拥有9、149、159、128、801路等多余公交线路，可辐射至城中心及二环沿线各处,28.287369436442,112.98335704849,"[""http://pic1.ajkimg.com/display/c3d6bcafe30a390f323d8f3ec68ff8b7/200x200.jpg""]","嘉年华江景阳光由长沙市公交业巨头嘉年华集团下属的嘉年华房地产开发公司投资开发。项目位于芙蓉北路与北二环交汇处（开福区工商局旁），东接芙蓉北路，西临湘江风光带和即将拉通的湘江北路，南接捞刀河，北靠湖南省最大的桥头公园--三叉矶桥头公园及秀峰山丶鹅羊山近1800亩两大原生态植被群，让您拥有无限轻快的生活，呼吸北城最清新的空气，感受这自然之水的畅流与活力。新河三角洲丶两馆一厅丶新火车北站丶霞凝港物流中心丶周南中学丶雅礼中学与本项目相距咫尺之遥，即将完善的配套带您在“城”长中成长，坐享北城巨大的升值前景。 江景阳光项目占地面积8115.37平方米,实际用地面积6648.81平方米,总建筑面积为32357.15平方米,地上面积为27013.21平方米,地下面积为5343.94平方米.共17层,地下一层为车库,地上一层为商业,二层--十七层为住宅，户型面积在49平方米--152平方米之间，分为：实用一房一厅一卫（49平方米）丶精致两房二厅一卫（平方米--90平方米）丶品质三房二厅二卫（109平方米--124平方米）丶大气四房二厅二卫（152平方米），户型周正丶实用率高，每寸空间的作用都发挥得淋漓尽致。 江景阳光拥有优美江景丶气魄山景，享有便利交通丶优质生活，二环内超高性价比江景楼盘。嘉年华江景阳光由长沙市公交业巨头嘉年华集团下属的嘉年华房地产开发公司投资开发。 　　嘉年华江景阳光位于二环以内，周边拥有9、149、159、128、801路等多余公交线路，可辐射至城中心及二环沿线各处。嘉年华公司精心设计了功能实用型户型，堪比板式结构的通风采光功能。主推品质三房，与大气四房、精致二房有机组合。户型周正、五明设计，实用率高，杜绝浪费，每寸空间的���用都发挥得淋漓尽致。 　　该项目位于长沙市开福区鹅秀组团，占地面积8115.37平方米,实际用地面积6648.81平方米,总建筑面积为32357.15平方米,地上面积为27013.21平方米,地下面积为5343.94平方米.共17层,一下一层为车库,地上一层为商业,二层--十七层为住宅，建筑高度为49.8米，户数为323户，停车位共141个。"
左岸春天,四方坪12号,549户,长沙,2006-06,普通住宅,湖南锦鸿物业管理有限公司,7123元/平米,3.2,1.5元/平方米/月,595,45%,50000平方米,,"136,132,501,150,115,603,805,136路",28.244871859727,113.01845673909,"[""http://pic1.ajkimg.com/display/dcc3678a4d3a0751bb3639c505290fdf/200x200.jpg"",""http://pic1.ajkimg.com/display/e1f880c11e51c349e4cdaf186aa6c1d8/200x200.jpg"",""http://pic1.ajkimg.com/display/aa93b179384a1012d2352142f8520e40/200x200.jpg"",""http://pic1.ajkimg.com/display/1764f8343ed916afb67b760d317ba0fe/200x200.jpg""]","左岸春天项目位于湖南长沙市浏阳河风光带以南，319国道以北，东二环与城市主干道车站北路之间，以美丽犹如传说的110亩左岸艺术园林、10000平方米雕塑水景主题广场、38栋古典欧式建筑、未来70年的生活标准、宁静奢华的闲适生活……延续真正的贵胄领域，成就一个城市中心的珍藏，是长沙市二环内不可多得的高档法式人文社区。欧式铁艺大门、水幕长廊、香榭里大道雕塑群、格调入户电梯大堂、休闲紫藤长廊、倒影池、游泳池、网球场、蒙巴勒斯名流会所、幼儿园……等景观元素与配套设施，粹取法式皇家园林精华，宛若天成，历久弥新。项目开发总面积21万㎡，总投资5亿，容积率1.83，建筑密度17.56%，绿化率高达65%以上，总居住1186户。其中一、二期均已成功入伙。三期水景现楼总可售面积66363.15 ㎡,总居住551户, 凭借360度全景观视野、坐拥浏阳河旖旎风光，尽享左岸贵族的无上品位。体验左岸的浪漫，品润水之上的景色，左岸春天“普罗旺斯”亲水组团，收藏塞纳河畔500年臻境艺术——古典；宁静、翠绿、润水、煦风四大元素完美组合，掩藏不住与生俱来的贵族气质和品位。组团位于小区项目西北，直面一线江景，是最为临近浏阳河风光带的水景雅座，从舒适两房、三房至品位四房、珍罕空中别墅，206席臻品江景名宅倾城劲销,开阔的视野隽永浏阳河一线旖旎水景，人居境界叠水掩映、绿溢盎然，成就高尚品质与生活本真的贵胄生活珍藏。"
星沙四区,板仓中路和凉塘中路交汇处,,长沙,,普通住宅,,9000元/平米,,,,,,,,28.24606,113.084946,"[""http://pic1.ajkimg.com/display/e459a0a0291b7e500557215eef5b0b7d/200x200.jpg""]",
融科紫檀,长沙大道598号,1142户,长沙,2011-12,普通住宅,第一太平融科,6836元/平米,2.5,1.80元/平米/月,633个（1：0.55）,40%,300000平方米,,,28.174744,113.051148,"[""http://pic1.ajkimg.com/display/ccdf151eb50a869c59573ec7ef31b221/200x200.jpg"",""http://pic1.ajkimg.com/display/f62a30b87c3bc20736fe96e1ef069d5a/200x200.jpg"",""http://pic1.ajkimg.com/display/b19e5f95e248bf27fda82b6f150a1a2b/200x200.jpg"",""http://pic1.ajkimg.com/display/68723e838fcb06e58bc30d66a0160e2c/200x200.jpg""]",融科紫檀，是联想控股旗下全资房地产子公司融科智地开发的高档物业，位于长沙上东区——武广新城，毗邻长沙地铁2号线长沙大道站，是名符其实的地铁物业。 融科紫檀，南部八栋板式高层采用点阵规划设计，形成了最佳的视线效果，每一户都无遮挡，大面宽，大尺度，舒适度佳，能够享受阳光与清风，观赏武广新城盛世美景。高层住宅围而不合，形成了“院落式”的格局，从而形成了居家的归属感与亲近感，在冰冷的城市中打造了温馨、浪漫、和睦的家园。为了最大限度的发挥地块价值，将中心地块做成大尺度、丰富多样、层次分明、参与性强、人性化程度高的园林景观，保证了观景的均好性。户型面积从85-280平方米，宽大面宽、270度观景、多间房朝南、多重阳台、超高得房率等设计，堪称高层住宅创举。项目对细节精雕细刻：五星级酒店豪华大堂、品牌电梯配置、豪华入户门等，每一处都体现非凡的居住品质。 融科紫檀，北部两栋高层公寓矗立于长沙大道，由香港善创操刀规划建筑设计。作为从机场进入长沙城区的城市第一展示面，追求建筑本身的城市感与雕塑感，形式感更强，风格更独特。主力户型为一房、两房，面积从40-80平方米不等。该项目将打造成长沙具有开创性的城市公寓。
四季美景,双拥路,1080户,长沙,2008-12,普通住宅,长沙人人物业管理有限公司,7217元/平米,3.200,0.9元/���方米/月,600,42%,69264.020平方米,,,28.243012,113.01864,"[""http://pic1.ajkimg.com/display/ee8ed6247cc2143c7de712157465068d/200x200.jpg"",""http://pic1.ajkimg.com/display/832bfc8213c9d27429f38a96e64f3de5/200x200.jpg""]",项目总占地115亩，总建筑面积约17万平方米，繁荣的大家庭院，静谧的私人空间；户型面积90～220平方米，一梯两户，良好的通风采光条件，充分满足挑剔眼光的选择；泰国园林大师担纲园林设计，将异域风情和湖泊文化完美融合，创建魅力独具的生态庭院；与世界超级卖场——麦德龙超市一墙之隔，购物就在家门口；小区内特设儿童游乐场、篮球练习场、临近世界之窗、海底世界，浮生偷得半日闲，不妨尽享天伦之乐。
科大佳园,双拥路596号,1400户,长沙,,普通住宅,深圳贝雷德物业管理有限公司,6104元/平米,3.17,,1400,44.58%,488000平方米,,150、115、901、101,28.241597291556,113.00852510326,"[""http://pic1.ajkimg.com/display/46a862fbd8c4b9f21fa8b63d2bd983bc/200x200.jpg""]","普通居民住宅小区,环境整洁干净,���边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
兴汉门公寓,湘春路158,,长沙,,普通住宅,暂无资料,7079元/平米,,暂无资料,停车位：128个,35%,,,,28.21485419018,112.98797938526,"[""http://pic1.ajkimg.com/display/527cc0c87d6288a90d38a6190177d51f/200x200.jpg"",""http://pic1.ajkimg.com/display/34087dab975fb8ad06b9229642ae962c/200x200.jpg"",""http://pic1.ajkimg.com/display/84d11b416c2d9f97065b8d9e7a534206/200x200.jpg""]",
国庆新村,伍家岭立交桥下面,,长沙,1989-11,普通住宅,暂无资料,6705元/平米,,暂无资料,地面停车位,,,,,28.230671379297,112.99779324646,[],
金鹰小区,万家丽北路与三一大道交汇处,,长沙,2000-01,普通住宅,湖南影视会展物业管理有限公司,6454元/平米,,0.5元/平,,,,,,28.243764,113.049104,[],
星沙三区,板仓中路,520户,长沙,2011-08,普通住宅,长沙仁和物业管理有限公司,3678元/平米,3.14,1.2元/平方米/月,120,40%,2100平方米,,,28.242509,113.087396,[],暂无资料
融科檀香山,雨花长沙大道以南，白沙湾路以东,440户,长沙,2010-10,普通住宅,第一太平融科,10633元/平米,2.5,1.8元/月/平米,440,40%,300000平方米,,交线路：121（到火车站）、147（到汽车南站）、159（到芙蓉路）、156（到烈士公园）、160（到东塘）、148路,28.175147,113.051181,"[""http://pic1.ajkimg.com/display/17f1e59d9ce80ee1cc425c83c86f97cd/200x200.jpg"",""http://pic1.ajkimg.com/display/d10d29675b529de2a07b58befb9e8e60/200x200.jpg"",""http://pic1.ajkimg.com/display/fbd9eaf28a8759061dae6ab21d24baba/200x200.jpg"",""http://pic1.ajkimg.com/display/70bbc009836f81c788d2c627e239bca2/200x200.jpg""]","融科·檀香山是继融科三万英尺项目之后，融科智地在长沙开发的第二个楼盘，项目位于上东国际区——体育新城长沙大道南，这是长沙走向世界的通道，承载一个城市未来发展的动���之源，融科檀香山以罕有的城市花园洋房，占据无可比拟的显赫资源。融科檀香山是继融科三万英尺项目之后，融科智地在长沙开发的第二个楼盘，项目位于上东国际区――体育新城长沙大道南，这是长沙走向世界的通道,黄花机场、武广客运、地铁2号线……承载一个城市未来发展的动力之源，融科檀香山以罕有的城市花园洋房，占据无可比拟的显赫资源。融科檀香山以“居住功能的别墅化、别墅居住的城市化”实践居住理念的一场革新，来自美国南加州的自然艺术建筑，充分尊重原生地表肌理和环境，打造长沙首屈一指的“美式院落洋房”。结合现代洋房家庭不同成员的需求, 融科檀香山提供更为舒适的生活方式,配置世界三大电梯品牌之一――芬兰通力，比肩北京奥运主会场“鸟巢”，以四层电梯洋房的顶尖人居品质，体验便捷之上的尊崇生活。融科檀香山打造纯粹的花园洋房，首创人车分层低密度社区，车辆在小区入口直接停入地下，在纯花园社区里，给孩子一个自由奔放、无拘无束的空间，让孩子在纯静的环境中健康成长。融科檀香山体现别墅的户型设计，追求生态、阳光、自然的居家氛围，将室内、室外空间巧妙相融，给予居住者更多“私享”空间。檀香山户户赠送私家花园，在这里,回家，就是一次次穿越花园的旅行。一到三楼赠送地下多功能厅，地下多功能厅通过电梯与居所相连，营造自由领地的生活创意，地下多功能厅可设计成私家影院、运动室、藏书室、酒吧……地下多功能厅与融科檀香山独有的花园庭院融为一体，从地下多功能厅推门而出，走进了生动活跃，情趣盎然的庭院生活。在东方，庭院投射着“世外桃源”的影子，而在西方，精心设计的庭院被誉为人间的伊甸园。融科檀香山，一个联想时代的传奇之作，一个花园洋房新标准的诞生。开创一个无可复加的洋房新纪元。关注气候变化带来的居住变革，融檀香山以前瞻性的视野,引入“地板采暖”这一先进成熟的取暖技术，从此告别长沙湿冷的冬天，让一部分人先温暖起来。"
